dataset,run_id,seed,algorithm_type,iteration_limit,total_time,cost,solution,elapsed_time,iteration
E-n101-k14,c7c0aea4-9bfd-4ee8-9e00-1470b7288cae,1117932251,GA,10,0.117225,3193,"[1, 99, 93, 47, 74, 39, 92, 69, 64, 25, 41, 1, 55, 58, 61, 62, 27, 16, 81, 29, 1, 40, 24, 10, 51, 1, 73, 78, 68, 5, 28, 1, 72, 13, 75, 3, 44, 101, 19, 4, 1, 90, 15, 18, 63, 70, 35, 66, 54, 1, 85, 96, 91, 98, 88, 76, 42, 46, 1, 11, 20, 95, 100, 71, 26, 21, 12, 53, 1, 32, 79, 23, 84, 17, 45, 83, 1, 34, 36, 2, 52, 30, 67, 50, 1, 94, 80, 33, 9, 14, 1, 48, 56, 87, 89, 31, 7, 1, 86, 59, 38, 82, 65, 1, 97, 57, 37, 8, 43, 6, 49, 22, 1, 60, 77, 1]",0.071649,3
E-n101-k14,c7c0aea4-9bfd-4ee8-9e00-1470b7288cae,1117932251,GA,10,0.117225,3156,"[1, 99, 93, 47, 74, 39, 92, 69, 27, 16, 81, 1, 29, 40, 24, 10, 51, 1, 73, 78, 68, 5, 64, 25, 41, 1, 72, 13, 75, 3, 44, 101, 19, 4, 1, 90, 15, 18, 63, 70, 35, 66, 54, 1, 85, 96, 91, 98, 88, 76, 42, 55, 1, 8, 61, 62, 28, 46, 11, 20, 1, 95, 100, 71, 26, 21, 12, 53, 32, 79, 1, 23, 84, 17, 45, 83, 34, 36, 2, 1, 52, 30, 67, 50, 94, 1, 80, 33, 9, 14, 48, 56, 1, 87, 89, 31, 7, 86, 1, 59, 38, 82, 65, 97, 57, 37, 58, 43, 1, 6, 49, 22, 60, 1, 77, 1]",0.098891,6
E-n101-k14,c7c0aea4-9bfd-4ee8-9e00-1470b7288cae,1117932251,GA,10,0.117225,3081,"[1, 22, 30, 47, 74, 39, 92, 69, 27, 57, 1, 64, 25, 41, 9, 48, 93, 77, 81, 29, 1, 40, 24, 10, 51, 1, 73, 78, 68, 5, 28, 1, 72, 13, 75, 3, 44, 101, 19, 6, 1, 90, 15, 18, 63, 70, 35, 66, 54, 1, 85, 96, 91, 98, 88, 76, 42, 46, 1, 11, 20, 95, 100, 71, 26, 21, 12, 53, 1, 32, 79, 33, 45, 87, 7, 61, 1, 62, 8, 56, 23, 97, 55, 84, 94, 1, 60, 80, 82, 65, 37, 1, 49, 99, 36, 2, 50, 89, 16, 1, 43, 67, 34, 52, 31, 17, 1, 86, 38, 14, 58, 59, 1, 83, 4, 1]",0.107984,7
E-n101-k14,9cada19a-c3c7-49bd-b2e1-1ab39c916690,1117932251,GA,10,0.119226,3394,"[1, 67, 13, 53, 48, 12, 11, 47, 18, 92, 1, 75, 54, 14, 3, 39, 62, 60, 25, 1, 27, 2, 59, 29, 10, 72, 70, 4, 1, 85, 5, 80, 61, 7, 97, 30, 78, 84, 79, 43, 93, 56, 1, 83, 40, 19, 9, 95, 51, 91, 1, 82, 46, 94, 63, 71, 16, 8, 100, 1, 17, 35, 68, 57, 64, 21, 34, 23, 1, 65, 22, 24, 98, 50, 66, 1, 6, 69, 31, 77, 41, 58, 1, 45, 15, 96, 99, 88, 36, 26, 1, 32, 86, 52, 74, 38, 101, 1, 42, 49, 44, 81, 76, 89, 73, 37, 1, 20, 33, 87, 90, 55, 1, 28, 1]",0.035302,0
E-n101-k14,9cada19a-c3c7-49bd-b2e1-1ab39c916690,1117932251,GA,10,0.119226,3349,"[1, 67, 13, 53, 48, 12, 11, 47, 18, 92, 1, 75, 54, 14, 3, 39, 62, 60, 25, 1, 27, 2, 59, 29, 10, 72, 70, 4, 1, 85, 5, 80, 61, 7, 97, 30, 78, 84, 79, 43, 93, 56, 1, 83, 58, 19, 9, 95, 51, 91, 1, 82, 46, 94, 63, 71, 16, 8, 100, 1, 17, 35, 68, 57, 64, 21, 34, 23, 1, 65, 22, 24, 98, 50, 66, 1, 6, 69, 31, 77, 41, 1, 40, 45, 15, 96, 99, 1, 88, 36, 26, 32, 86, 1, 52, 74, 38, 101, 42, 49, 44, 81, 1, 76, 89, 73, 37, 20, 33, 1, 87, 90, 55, 28, 1]",0.044692,0
E-n101-k14,9cada19a-c3c7-49bd-b2e1-1ab39c916690,1117932251,GA,10,0.119226,3257,"[1, 43, 68, 53, 48, 12, 11, 47, 18, 92, 75, 1, 54, 14, 3, 39, 62, 60, 25, 1, 27, 2, 59, 29, 10, 72, 70, 4, 1, 85, 5, 80, 55, 95, 1, 49, 76, 36, 84, 91, 33, 1, 15, 79, 21, 20, 50, 90, 1, 13, 35, 57, 93, 77, 97, 100, 37, 38, 1, 6, 73, 52, 61, 19, 66, 1, 31, 81, 30, 78, 9, 8, 56, 28, 1, 40, 96, 98, 99, 71, 42, 16, 1, 32, 7, 34, 51, 26, 89, 69, 1, 22, 44, 101, 64, 41, 23, 58, 82, 1, 65, 24, 94, 86, 1, 17, 88, 83, 74, 45, 46, 1, 67, 63, 87, 1]",0.053885,1
E-n101-k14,9cada19a-c3c7-49bd-b2e1-1ab39c916690,1117932251,GA,10,0.119226,3166,"[1, 31, 67, 74, 22, 88, 93, 43, 1, 83, 26, 30, 29, 38, 99, 47, 7, 59, 64, 18, 1, 73, 91, 21, 25, 58, 97, 78, 89, 65, 13, 1, 66, 36, 92, 90, 49, 45, 1, 28, 71, 37, 70, 80, 16, 76, 57, 42, 56, 79, 81, 1, 35, 33, 55, 96, 2, 1, 86, 61, 39, 77, 15, 11, 1, 75, 32, 60, 17, 9, 85, 100, 1, 54, 14, 4, 72, 10, 53, 98, 8, 1, 52, 3, 87, 12, 34, 51, 1, 48, 69, 27, 41, 5, 1, 23, 24, 50, 40, 1, 63, 101, 62, 44, 68, 19, 1, 95, 84, 94, 46, 6, 1, 20, 82, 1]",0.081764,4
E-n101-k14,9cada19a-c3c7-49bd-b2e1-1ab39c916690,1117932251,GA,10,0.119226,3126,"[1, 67, 95, 49, 91, 47, 18, 97, 1, 53, 14, 72, 61, 64, 98, 93, 43, 40, 1, 80, 2, 68, 52, 31, 74, 22, 1, 88, 83, 26, 30, 29, 38, 99, 7, 59, 1, 73, 21, 25, 58, 78, 89, 65, 13, 1, 66, 36, 92, 90, 45, 28, 71, 37, 70, 16, 1, 76, 57, 42, 56, 79, 81, 35, 33, 55, 1, 96, 86, 39, 77, 15, 1, 11, 75, 32, 60, 17, 9, 1, 85, 100, 54, 4, 10, 8, 3, 87, 1, 12, 34, 51, 48, 69, 1, 27, 41, 5, 23, 24, 1, 50, 63, 101, 62, 44, 19, 84, 1, 94, 46, 6, 20, 82, 1]",0.090985,5
E-n101-k14,9cada19a-c3c7-49bd-b2e1-1ab39c916690,1117932251,GA,10,0.119226,3109,"[1, 31, 67, 74, 22, 88, 93, 43, 1, 83, 26, 30, 29, 38, 99, 47, 7, 59, 64, 18, 1, 73, 91, 21, 25, 58, 97, 78, 89, 65, 13, 1, 66, 36, 92, 90, 49, 45, 1, 28, 71, 37, 70, 80, 16, 76, 57, 42, 56, 79, 81, 1, 35, 33, 55, 96, 2, 1, 86, 61, 39, 77, 15, 11, 1, 75, 32, 60, 17, 9, 85, 100, 1, 54, 14, 4, 72, 10, 53, 98, 8, 1, 52, 3, 87, 12, 34, 51, 1, 48, 69, 41, 27, 5, 1, 40, 24, 23, 50, 1, 63, 101, 62, 44, 68, 19, 1, 95, 84, 94, 46, 6, 1, 20, 82, 1]",0.109595,7
E-n101-k14,9cada19a-c3c7-49bd-b2e1-1ab39c916690,1117932251,GA,10,0.119226,3013,"[1, 43, 68, 55, 95, 49, 92, 1, 83, 26, 30, 29, 38, 99, 47, 7, 76, 36, 91, 98, 1, 79, 20, 50, 90, 3, 57, 93, 97, 10, 1, 100, 60, 37, 75, 14, 6, 1, 80, 82, 28, 4, 40, 1, 96, 42, 15, 22, 73, 35, 61, 19, 1, 66, 31, 81, 78, 53, 9, 8, 56, 62, 18, 1, 67, 84, 13, 59, 44, 77, 71, 70, 1, 33, 65, 11, 25, 21, 63, 16, 1, 32, 89, 2, 72, 64, 12, 34, 51, 1, 48, 69, 27, 41, 5, 1, 23, 58, 101, 85, 52, 54, 24, 1, 94, 86, 17, 88, 1, 74, 45, 46, 39, 87, 1]",0.119225,8
E-n101-k14,0c074069-8c8c-42c7-a4e7-3d560aefe36f,1117932251,GA,10,0.119018,3314,"[1, 56, 87, 34, 29, 100, 93, 7, 14, 41, 18, 1, 6, 2, 66, 63, 81, 96, 9, 92, 47, 1, 33, 17, 78, 50, 46, 25, 3, 1, 86, 101, 61, 28, 26, 98, 83, 1, 19, 85, 68, 76, 80, 42, 38, 30, 8, 1, 40, 52, 31, 57, 58, 37, 27, 54, 1, 95, 97, 39, 67, 20, 12, 91, 1, 43, 59, 99, 51, 24, 88, 16, 79, 1, 53, 73, 74, 84, 94, 11, 90, 71, 1, 44, 15, 72, 23, 60, 89, 21, 70, 1, 62, 48, 49, 32, 36, 1, 13, 35, 5, 69, 77, 65, 1, 45, 75, 22, 4, 10, 82, 55, 1, 64, 1]",0.034728,0
E-n101-k14,0c074069-8c8c-42c7-a4e7-3d560aefe36f,1117932251,GA,10,0.119018,3138,"[1, 23, 18, 20, 51, 93, 99, 53, 96, 1, 14, 82, 74, 56, 40, 25, 57, 1, 90, 34, 5, 60, 68, 54, 1, 46, 91, 2, 17, 92, 22, 55, 67, 1, 95, 11, 65, 33, 63, 35, 1, 81, 10, 80, 37, 71, 47, 38, 62, 85, 61, 1, 48, 6, 97, 39, 36, 19, 1, 28, 49, 89, 43, 13, 79, 78, 1, 83, 31, 72, 45, 44, 7, 73, 1, 12, 64, 84, 16, 50, 77, 42, 26, 98, 1, 76, 58, 52, 9, 94, 101, 1, 86, 70, 15, 59, 3, 1, 32, 21, 69, 75, 24, 1, 8, 4, 29, 41, 100, 30, 66, 27, 1, 87, 88, 1]",0.053257,1
E-n101-k14,0c074069-8c8c-42c7-a4e7-3d560aefe36f,1117932251,GA,10,0.119018,3103,"[1, 56, 87, 34, 29, 100, 93, 7, 14, 41, 1, 2, 66, 81, 96, 9, 92, 47, 17, 78, 1, 50, 46, 3, 86, 101, 1, 26, 98, 83, 76, 42, 30, 8, 40, 52, 1, 57, 68, 25, 18, 82, 5, 60, 1, 23, 22, 55, 67, 11, 65, 1, 33, 63, 35, 80, 37, 71, 38, 62, 1, 85, 61, 48, 6, 97, 39, 36, 19, 1, 28, 49, 89, 31, 58, 27, 1, 54, 95, 20, 12, 91, 43, 59, 99, 1, 51, 24, 88, 16, 79, 53, 1, 73, 74, 84, 94, 90, 44, 15, 1, 72, 21, 70, 32, 13, 69, 1, 77, 45, 75, 4, 10, 64, 1]",0.072126,3
E-n101-k14,0c074069-8c8c-42c7-a4e7-3d560aefe36f,1117932251,GA,10,0.119018,2964,"[1, 56, 87, 34, 29, 100, 93, 7, 14, 41, 1, 2, 66, 81, 96, 9, 92, 47, 17, 78, 1, 50, 46, 3, 86, 101, 1, 26, 98, 83, 76, 42, 30, 40, 52, 1, 57, 68, 25, 18, 82, 5, 60, 1, 23, 22, 55, 36, 67, 11, 65, 1, 33, 63, 35, 80, 37, 71, 38, 62, 1, 85, 61, 48, 6, 97, 39, 8, 19, 1, 28, 49, 89, 31, 58, 27, 1, 54, 95, 20, 12, 91, 43, 59, 99, 1, 51, 24, 88, 16, 79, 53, 1, 73, 74, 84, 94, 90, 44, 15, 1, 72, 21, 70, 32, 13, 69, 1, 77, 45, 75, 4, 10, 64, 1]",0.109125,7
E-n101-k14,a56350fe-574c-4a88-accc-3c39cd547d20,1117932251,GA,10,0.118511,3244,"[1, 78, 61, 64, 25, 79, 31, 13, 77, 18, 99, 22, 92, 47, 1, 21, 74, 76, 32, 63, 37, 84, 91, 52, 1, 54, 96, 60, 36, 71, 38, 80, 7, 93, 1, 3, 42, 4, 34, 30, 19, 95, 9, 62, 8, 1, 65, 67, 86, 39, 89, 57, 70, 1, 6, 16, 75, 15, 43, 88, 56, 27, 1, 44, 58, 49, 20, 82, 45, 1, 72, 29, 46, 69, 10, 2, 1, 11, 51, 48, 28, 33, 12, 1, 98, 53, 73, 50, 24, 26, 1, 35, 5, 55, 68, 66, 85, 41, 1, 97, 17, 23, 59, 100, 83, 101, 1, 90, 40, 81, 14, 94, 1, 87, 1]",0.03463,0
E-n101-k14,a56350fe-574c-4a88-accc-3c39cd547d20,1117932251,GA,10,0.118511,3207,"[1, 78, 61, 64, 25, 79, 31, 13, 77, 18, 92, 47, 74, 1, 32, 63, 37, 91, 52, 36, 71, 93, 3, 42, 30, 19, 1, 95, 9, 65, 67, 86, 1, 89, 70, 6, 16, 75, 43, 88, 56, 27, 1, 44, 49, 20, 45, 72, 29, 1, 69, 10, 2, 48, 28, 1, 33, 12, 98, 53, 50, 26, 1, 24, 14, 4, 80, 22, 7, 1, 101, 85, 73, 34, 82, 21, 46, 1, 15, 54, 11, 40, 8, 57, 62, 58, 1, 51, 96, 99, 81, 5, 39, 76, 38, 1, 84, 60, 35, 55, 68, 1, 66, 41, 97, 17, 23, 59, 100, 1, 83, 90, 94, 87, 1]",0.053213,1
E-n101-k14,a56350fe-574c-4a88-accc-3c39cd547d20,1117932251,GA,10,0.118511,3190,"[1, 61, 64, 25, 79, 31, 13, 77, 50, 99, 1, 22, 92, 47, 21, 74, 76, 63, 37, 84, 91, 52, 54, 1, 32, 78, 80, 48, 29, 42, 1, 83, 10, 67, 96, 60, 1, 36, 71, 38, 7, 93, 3, 4, 34, 30, 19, 95, 1, 9, 62, 8, 65, 86, 39, 89, 57, 1, 70, 6, 16, 75, 15, 43, 88, 56, 1, 35, 44, 58, 49, 20, 82, 1, 45, 72, 46, 69, 2, 11, 1, 51, 28, 33, 12, 98, 53, 73, 18, 1, 24, 26, 27, 5, 55, 1, 68, 66, 85, 41, 97, 17, 23, 1, 59, 100, 101, 90, 40, 81, 1, 14, 94, 87, 1]",0.062532,2
E-n101-k14,a56350fe-574c-4a88-accc-3c39cd547d20,1117932251,GA,10,0.118511,3058,"[1, 78, 61, 64, 25, 79, 31, 13, 77, 18, 92, 47, 74, 1, 32, 63, 37, 91, 52, 36, 71, 93, 3, 42, 30, 19, 1, 95, 9, 65, 67, 86, 1, 89, 70, 6, 16, 75, 43, 88, 56, 27, 1, 44, 49, 20, 45, 72, 29, 1, 69, 10, 2, 48, 28, 1, 33, 12, 98, 53, 50, 26, 1, 24, 14, 4, 80, 22, 7, 1, 101, 85, 73, 34, 82, 21, 99, 1, 76, 84, 54, 96, 60, 38, 62, 1, 8, 39, 57, 15, 58, 46, 11, 51, 1, 35, 5, 55, 68, 66, 41, 1, 97, 17, 23, 59, 100, 83, 90, 1, 40, 81, 94, 87, 1]",0.07186,3
E-n101-k14,a56350fe-574c-4a88-accc-3c39cd547d20,1117932251,GA,10,0.118511,2988,"[1, 78, 61, 64, 25, 79, 31, 13, 77, 18, 99, 22, 92, 47, 1, 21, 74, 76, 32, 63, 37, 84, 91, 52, 1, 54, 96, 60, 36, 71, 66, 1, 80, 7, 93, 3, 42, 4, 34, 30, 19, 95, 1, 9, 62, 8, 65, 67, 86, 70, 1, 6, 16, 29, 48, 28, 98, 1, 40, 57, 75, 15, 43, 88, 56, 1, 27, 44, 58, 49, 20, 82, 1, 45, 72, 46, 69, 10, 2, 1, 11, 51, 33, 12, 89, 53, 50, 1, 26, 24, 14, 101, 85, 73, 1, 81, 5, 39, 38, 35, 55, 68, 1, 41, 97, 17, 23, 59, 100, 83, 1, 90, 94, 87, 1]",0.108979,7
E-n101-k14,7179fad6-743f-4a23-9acb-097ab9d1fa79,1117932251,GA,10,0.11997,3182,"[1, 76, 5, 25, 8, 38, 4, 17, 30, 35, 7, 47, 1, 82, 79, 58, 14, 94, 46, 61, 3, 92, 93, 18, 1, 27, 15, 21, 56, 54, 6, 43, 22, 16, 1, 83, 88, 19, 89, 10, 98, 78, 44, 1, 32, 91, 65, 96, 77, 36, 72, 29, 1, 12, 64, 68, 41, 69, 34, 70, 1, 80, 23, 85, 84, 33, 37, 57, 39, 1, 74, 40, 55, 53, 20, 67, 1, 81, 42, 87, 75, 71, 52, 66, 51, 9, 1, 48, 101, 31, 24, 26, 97, 1, 62, 99, 50, 63, 28, 100, 90, 1, 73, 13, 2, 11, 95, 1, 49, 45, 86, 1, 60, 59, 1]",0.034815,0
E-n101-k14,7179fad6-743f-4a23-9acb-097ab9d1fa79,1117932251,GA,10,0.11997,3092,"[1, 76, 5, 25, 8, 38, 4, 17, 30, 35, 7, 47, 1, 82, 79, 58, 14, 94, 46, 61, 3, 92, 93, 18, 1, 27, 63, 21, 56, 54, 6, 43, 22, 16, 1, 83, 88, 19, 89, 10, 98, 78, 44, 1, 32, 91, 65, 96, 77, 36, 72, 29, 1, 12, 64, 68, 41, 69, 34, 70, 1, 80, 23, 85, 84, 33, 37, 57, 39, 1, 74, 40, 55, 53, 20, 67, 1, 81, 42, 87, 75, 71, 52, 66, 51, 1, 50, 48, 101, 31, 1, 24, 26, 97, 62, 99, 9, 15, 1, 28, 100, 90, 73, 13, 2, 11, 1, 95, 49, 45, 1, 86, 60, 59, 1]",0.053627,1
E-n101-k14,7179fad6-743f-4a23-9acb-097ab9d1fa79,1117932251,GA,10,0.11997,3057,"[1, 76, 5, 25, 8, 38, 4, 17, 30, 35, 7, 47, 1, 82, 79, 58, 14, 94, 46, 61, 3, 92, 93, 18, 1, 27, 63, 21, 56, 54, 6, 43, 22, 16, 1, 83, 88, 19, 89, 10, 98, 97, 44, 1, 32, 91, 65, 96, 77, 36, 72, 29, 1, 12, 64, 68, 41, 69, 34, 70, 1, 80, 23, 85, 84, 33, 37, 57, 39, 1, 74, 40, 55, 53, 20, 67, 1, 81, 42, 87, 75, 71, 52, 66, 51, 9, 1, 48, 50, 101, 31, 1, 24, 26, 78, 62, 99, 15, 28, 1, 100, 90, 73, 13, 2, 11, 1, 95, 49, 45, 1, 86, 60, 59, 1]",0.109117,7
E-n101-k14,7179fad6-743f-4a23-9acb-097ab9d1fa79,1117932251,GA,10,0.11997,3042,"[1, 76, 5, 25, 8, 38, 4, 17, 30, 35, 7, 47, 1, 82, 79, 58, 14, 94, 46, 61, 3, 92, 93, 18, 1, 27, 63, 21, 56, 54, 6, 43, 98, 1, 22, 16, 83, 88, 19, 89, 10, 78, 1, 71, 32, 91, 65, 96, 36, 72, 29, 1, 12, 64, 97, 44, 77, 68, 41, 1, 69, 34, 70, 80, 23, 85, 84, 1, 33, 37, 57, 39, 74, 40, 55, 1, 53, 20, 67, 81, 42, 87, 75, 1, 52, 66, 51, 9, 48, 50, 1, 101, 31, 24, 26, 62, 99, 1, 15, 28, 100, 90, 73, 13, 1, 2, 11, 95, 49, 45, 1, 86, 60, 59, 1]",0.119969,8
E-n101-k14,c5923d2c-0f63-4174-9308-390a0b84af13,1117932251,GA,10,0.119817,3373,"[1, 5, 100, 92, 88, 6, 15, 74, 18, 1, 21, 72, 22, 13, 57, 40, 56, 101, 93, 1, 94, 67, 60, 37, 25, 43, 89, 58, 61, 7, 47, 1, 82, 52, 16, 75, 30, 35, 51, 14, 1, 10, 91, 62, 8, 33, 39, 49, 1, 9, 41, 84, 66, 28, 70, 2, 65, 11, 81, 1, 27, 59, 76, 78, 96, 99, 26, 85, 1, 36, 23, 53, 34, 95, 64, 79, 97, 77, 1, 63, 71, 80, 55, 90, 17, 12, 1, 48, 24, 4, 50, 19, 1, 29, 73, 44, 45, 87, 3, 1, 42, 32, 69, 83, 31, 1, 38, 86, 98, 20, 46, 54, 1, 68, 1]",0.035504,0
E-n101-k14,c5923d2c-0f63-4174-9308-390a0b84af13,1117932251,GA,10,0.119817,3329,"[1, 88, 3, 70, 100, 75, 74, 25, 72, 42, 57, 8, 1, 82, 34, 59, 10, 85, 18, 51, 1, 86, 94, 79, 20, 4, 52, 1, 12, 33, 47, 46, 39, 67, 63, 1, 27, 22, 58, 92, 96, 55, 37, 99, 14, 1, 91, 50, 93, 13, 21, 9, 5, 66, 1, 44, 30, 77, 43, 56, 26, 101, 97, 38, 17, 1, 23, 2, 71, 7, 49, 84, 41, 78, 81, 1, 19, 53, 68, 16, 60, 65, 61, 83, 1, 11, 48, 98, 40, 64, 1, 45, 28, 35, 36, 24, 6, 1, 29, 69, 87, 73, 1, 90, 76, 54, 80, 15, 1, 95, 31, 62, 89, 32, 1]",0.044999,0
E-n101-k14,c5923d2c-0f63-4174-9308-390a0b84af13,1117932251,GA,10,0.119817,3273,"[1, 88, 70, 100, 18, 52, 47, 46, 39, 58, 99, 93, 1, 13, 21, 66, 43, 56, 26, 38, 49, 1, 84, 53, 68, 57, 74, 92, 17, 5, 42, 1, 14, 27, 96, 89, 97, 23, 85, 1, 72, 55, 15, 3, 41, 79, 25, 62, 1, 60, 33, 22, 64, 7, 59, 91, 9, 1, 20, 50, 86, 75, 8, 16, 1, 28, 77, 80, 51, 78, 30, 65, 71, 1, 95, 98, 48, 34, 40, 1, 63, 37, 4, 67, 82, 29, 44, 1, 81, 94, 12, 10, 19, 90, 101, 2, 1, 31, 61, 83, 11, 45, 35, 36, 1, 24, 6, 69, 1, 87, 73, 76, 54, 1, 32, 1]",0.063787,2
E-n101-k14,c5923d2c-0f63-4174-9308-390a0b84af13,1117932251,GA,10,0.119817,3223,"[1, 88, 70, 100, 18, 52, 47, 46, 39, 58, 99, 93, 1, 13, 21, 66, 43, 56, 26, 38, 49, 1, 84, 53, 68, 57, 74, 92, 17, 5, 42, 1, 14, 27, 96, 89, 97, 23, 85, 1, 15, 3, 41, 79, 25, 62, 60, 33, 1, 22, 64, 7, 59, 91, 9, 20, 50, 1, 86, 75, 8, 16, 77, 80, 51, 1, 78, 30, 65, 71, 95, 98, 48, 1, 34, 40, 63, 37, 4, 67, 1, 82, 29, 44, 81, 94, 12, 10, 1, 19, 90, 101, 28, 35, 36, 72, 1, 55, 2, 31, 61, 83, 11, 45, 1, 24, 6, 69, 1, 87, 73, 76, 54, 1, 32, 1]",0.082372,4
E-n101-k14,c5923d2c-0f63-4174-9308-390a0b84af13,1117932251,GA,10,0.119817,3173,"[1, 88, 70, 100, 52, 47, 46, 39, 58, 99, 93, 1, 13, 21, 66, 43, 56, 26, 38, 49, 1, 84, 53, 68, 57, 74, 92, 17, 5, 42, 1, 14, 27, 96, 89, 97, 23, 85, 1, 10, 72, 55, 15, 3, 41, 79, 25, 62, 1, 60, 33, 22, 64, 7, 59, 91, 9, 1, 20, 50, 86, 75, 8, 16, 1, 28, 77, 80, 51, 78, 30, 65, 71, 1, 95, 98, 48, 34, 40, 1, 63, 37, 4, 67, 82, 29, 44, 1, 6, 94, 12, 18, 101, 2, 19, 61, 1, 83, 11, 45, 35, 36, 90, 31, 1, 24, 81, 69, 87, 1, 73, 76, 54, 32, 1]",0.091521,5
E-n101-k14,c5923d2c-0f63-4174-9308-390a0b84af13,1117932251,GA,10,0.119817,3139,"[1, 88, 70, 100, 52, 47, 46, 39, 58, 99, 93, 1, 13, 21, 66, 43, 56, 26, 38, 49, 1, 84, 53, 68, 57, 74, 92, 17, 5, 42, 1, 14, 27, 96, 89, 97, 23, 85, 1, 72, 55, 15, 3, 41, 79, 25, 62, 1, 60, 33, 9, 64, 7, 59, 91, 22, 1, 20, 50, 86, 75, 8, 16, 1, 77, 80, 51, 78, 30, 81, 10, 65, 71, 1, 95, 98, 48, 34, 40, 1, 63, 37, 4, 67, 82, 29, 44, 1, 6, 94, 12, 18, 101, 2, 19, 61, 1, 83, 11, 45, 35, 36, 90, 28, 1, 24, 69, 87, 1, 73, 76, 54, 31, 32, 1]",0.100786,6
E-n101-k14,c5923d2c-0f63-4174-9308-390a0b84af13,1117932251,GA,10,0.119817,3127,"[1, 88, 70, 100, 52, 47, 46, 39, 58, 99, 93, 1, 13, 21, 66, 43, 56, 26, 38, 49, 1, 84, 53, 68, 57, 74, 92, 17, 5, 42, 1, 14, 27, 96, 89, 97, 23, 85, 1, 10, 72, 55, 15, 3, 41, 79, 25, 62, 1, 60, 33, 22, 64, 7, 59, 91, 9, 1, 20, 50, 11, 75, 8, 16, 28, 1, 77, 80, 51, 78, 30, 65, 71, 1, 95, 98, 48, 34, 40, 1, 63, 37, 4, 67, 82, 29, 44, 1, 6, 94, 12, 18, 101, 2, 19, 61, 1, 83, 86, 45, 35, 36, 90, 1, 31, 24, 81, 69, 1, 87, 73, 76, 54, 1, 32, 1]",0.119817,8
E-n101-k14,33a72773-2f56-4852-aca6-869b4dd26aeb,1117932251,GA,10,0.118381,3347,"[1, 73, 55, 75, 65, 39, 11, 70, 3, 61, 7, 47, 1, 2, 57, 84, 50, 48, 21, 13, 1, 89, 33, 10, 64, 35, 45, 56, 51, 81, 92, 1, 66, 26, 5, 18, 40, 24, 79, 93, 1, 58, 28, 86, 25, 97, 62, 101, 91, 1, 31, 36, 77, 88, 38, 32, 9, 1, 78, 4, 82, 27, 69, 42, 1, 12, 74, 76, 22, 68, 41, 17, 100, 1, 46, 53, 30, 99, 87, 71, 34, 16, 85, 1, 23, 63, 29, 19, 8, 83, 96, 37, 1, 14, 6, 94, 44, 43, 98, 90, 1, 52, 95, 67, 59, 80, 1, 72, 54, 15, 20, 60, 1, 49, 1]",0.03479,0
E-n101-k14,33a72773-2f56-4852-aca6-869b4dd26aeb,1117932251,GA,10,0.118381,3218,"[1, 73, 55, 75, 61, 7, 2, 84, 48, 1, 21, 13, 89, 64, 51, 66, 5, 1, 40, 24, 79, 58, 35, 1, 50, 53, 93, 70, 92, 81, 56, 14, 1, 49, 11, 10, 74, 25, 47, 62, 38, 1, 39, 45, 20, 8, 44, 43, 42, 59, 46, 1, 9, 18, 98, 101, 87, 57, 3, 26, 34, 1, 33, 4, 65, 28, 86, 1, 97, 91, 31, 36, 77, 88, 32, 1, 78, 82, 27, 69, 12, 1, 76, 22, 68, 41, 17, 100, 30, 99, 1, 71, 16, 85, 23, 63, 29, 19, 83, 1, 96, 37, 6, 94, 90, 52, 1, 95, 67, 80, 72, 54, 1, 15, 60, 1]",0.053443,1
E-n101-k14,33a72773-2f56-4852-aca6-869b4dd26aeb,1117932251,GA,10,0.118381,3160,"[1, 45, 13, 56, 81, 61, 50, 84, 15, 1, 2, 33, 55, 51, 35, 75, 80, 1, 48, 64, 54, 92, 66, 26, 5, 18, 1, 40, 24, 97, 91, 31, 36, 1, 77, 32, 78, 82, 27, 79, 93, 58, 1, 28, 86, 16, 17, 85, 53, 70, 1, 14, 49, 11, 74, 25, 47, 62, 38, 1, 39, 20, 8, 44, 43, 42, 59, 46, 9, 98, 1, 101, 87, 57, 3, 34, 4, 65, 37, 1, 88, 7, 95, 72, 63, 100, 22, 1, 69, 12, 76, 68, 41, 30, 1, 99, 71, 23, 29, 19, 83, 96, 1, 6, 94, 90, 52, 21, 73, 1, 60, 10, 89, 67, 1]",0.06266,2
E-n101-k14,33a72773-2f56-4852-aca6-869b4dd26aeb,1117932251,GA,10,0.118381,3127,"[1, 55, 64, 91, 45, 68, 7, 33, 65, 47, 18, 1, 92, 46, 36, 73, 19, 76, 21, 11, 56, 1, 53, 95, 62, 16, 41, 10, 8, 35, 71, 57, 1, 93, 58, 15, 48, 38, 37, 23, 26, 81, 51, 1, 28, 34, 80, 89, 79, 13, 5, 1, 94, 97, 59, 3, 42, 70, 60, 12, 1, 63, 4, 24, 74, 99, 52, 1, 49, 9, 83, 30, 75, 39, 61, 2, 1, 84, 50, 66, 40, 25, 1, 14, 6, 20, 44, 43, 98, 101, 1, 87, 86, 31, 77, 1, 88, 32, 78, 82, 27, 1, 69, 22, 17, 100, 85, 29, 1, 96, 90, 67, 72, 54, 1]",0.071706,3
